xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
W111810053,Jagannath Temple,7,way/111810053,Q1678260,"religion,hindu_temples,interesting_places",85.81808471679688,19.804773330688477
W831602315,Barabati Fort Park Area,7,way/831602315,Q3635691,"architecture,historic_architecture,fortifications,historic,urban_environment,gardens_and_parks,cultural,interesting_places,destroyed_objects,castles",85.86495208740234,20.485973358154297
W459775028,Barabati Fort,7,way/459775028,Q3635691,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",85.86463165283203,20.484222412109375
W254041054,Kumbhalgarh Fort,7,way/254041054,Q1246283,"fortifications,historic,interesting_places,castles",73.58628845214844,25.152677536010742
N3952017383,Kumbhalgarh,7,node/3952017383,Q1246283,"fortifications,historic,interesting_places,castles",73.58274841308594,25.148052215576172
N2598753117,Amber Fort,7,node/2598753117,Q456817,"palaces,architecture,historic_architecture,fortifications,historic,archaeology,interesting_places,castles,other_archaeological_sites",75.85066223144531,26.986310958862305
N1109077167,Jahangiri Mahal,7,node/1109077167,Q6123161,"palaces,architecture,historic_architecture,fortifications,historic,interesting_places,other_fortifications",78.64423370361328,25.35064125061035
N301786568,Raja-Ki-Mandi,7,node/301786568,Q15271403,"railway_stations,industrial_facilities,interesting_places",77.99707794189453,27.194026947021484
W632857882,Azim Khan's Tomb,7,way/632857882,Q33110105,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",77.19054412841797,28.521778106689453
W163779658,Shish Gumbad,7,way/163779658,Q22077087,"historic,monuments_and_memorials,burial_places,interesting_places,mausoleums,monuments",77.22017669677734,28.59372901916504
W636508108,Manauli Fort,7,way/636508108,Q21941977,"fortifications,historic,interesting_places,other_fortifications",76.72423553466797,30.643707275390625
R3881907,Rohtas Fort,7,relation/3881907,Q155188,"fortifications,historic,interesting_places,other_fortifications",73.57615661621094,32.96506881713867
W302545937,Baijnath Mandir,7,way/302545937,Q4843233,"religion,hindu_temples,interesting_places",76.64567565917969,32.05074691772461
W199227539,Adinatha Temple,7,way/199227539,Q28035249,"religion,other_temples,interesting_places",79.93658447265625,24.845136642456055
W199227613,Parshwanath Temple,7,way/199227613,Q12437742,"religion,other_temples,interesting_places",79.93650817871094,24.844913482666016
W199055918,Nandi Temple,7,way/199055918,Q12062312,"religion,hindu_temples,interesting_places",79.92271423339844,24.853355407714844
N3947231555,Shyamray Temple,7,node/3947231555,Q16346744,"religion,other_temples,interesting_places",87.32408905029297,23.071086883544922
N8310859399,Five pinnacled Shyamrai Temple,7,node/8310859399,Q16346744,"religion,other_temples,interesting_places",87.32402801513672,23.071163177490234
W123491611,St Thomas Girls School,7,way/123491611,Q7595573,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",88.32930755615234,22.5395565032959
W111547636,South Park Street Cemetery,7,way/111547636,Q2972549,"cemeteries,historic,burial_places,interesting_places",88.36022186279297,22.546201705932617
N2396423056,Shantiniketan,7,node/2396423056,Q1026431,"historic,historical_places,interesting_places,historic_settlements",87.68802642822266,23.682708740234375
N6192440036,Maluti temples,7,node/6192440036,Q24907856,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",87.67488861083984,24.159622192382812
N566718085,New Jalpaiguri Junction,7,node/566718085,Q11790860,"railway_stations,industrial_facilities,interesting_places",88.44332122802734,26.683197021484375
N2084544446,Ghoom,7,node/2084544446,Q60181073,"railway_stations,industrial_facilities,interesting_places",88.25357055664062,27.008363723754883
N4547296901,Tughluq Timur Mausoleum,7,node/4547296901,Q1455687,"cemeteries,historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments",80.53186798095703,44.23991775512695
W528250323,Tughlugh Timur Mausoleum,7,way/528250323,Q1455687,"cemeteries,historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments",80.53328704833984,44.24009323120117
N4333770462,Xiaohe,7,node/4333770462,Q179220,"cemeteries,historic,burial_places,archaeology,interesting_places,other_archaeological_sites",88.67230987548828,40.33645248413086
N6681985386,Tarkhatinsky Megaliths,7,node/6681985386,Q4452257,"megaliths,historic,archaeology,interesting_places",88.49584197998047,49.798179626464844
N5033119918,House of the Head of the Altai Mining District,7,node/5033119918,Q4165542,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",83.79126739501953,53.335365295410156
N903865299,Barnaul,7,node/903865299,Q4078384,"railway_stations,industrial_facilities,interesting_places",83.75688934326172,53.351226806640625
R1292452,Lake Teletskoye,7,relation/1292452,Q217109,"rock_formations,natural_monuments,interesting_places,natural,geological_formations,water,nature_reserves,other_lakes",87.6668472290039,51.573238372802734
R5011494,Iriomote-Ishigaki National Park,7,relation/5011494,Q703967,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",123.78255462646484,24.05894660949707
W361393589,Wat Phra That Hariphunchai,7,way/361393589,Q2552374,"religion,buddhist_temples,interesting_places",99.00782012939453,18.577375411987305
W114651040,Wat Phrathat Doi Suthep,7,way/114651040,Q1517698,"religion,buddhist_temples,interesting_places",98.92219543457031,18.805009841918945
W692686724,Wat Ket Karam,7,way/692686724,Q13020896,"religion,buddhist_temples,interesting_places",99.0029525756836,18.792484283447266
N5035380521,Walls of Macau,7,node/5035380521,Q7963233,"fortifications,defensive_walls,historic,interesting_places",113.54053497314453,22.1976261138916
N1121807213,Stanley Prison,7,node/1121807213,Q16242214,"railway_stations,industrial_facilities,religion,mosques,interesting_places",114.21776580810547,22.215431213378906
W148461486,Former Central Police Station,7,way/148461486,Q5061686,"historic,monuments_and_memorials,interesting_places,monuments",114.15416717529297,22.281566619873047
W737551130,The Cenotaph,7,way/737551130,Q986377,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",114.16059112548828,22.281625747680664
W708410186,Woodside Biodiversity Education Centre,7,way/708410186,Q11107072,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",114.21134948730469,22.28130531311035
W198547890,Yau Ma Tei Tin Hau Temple,7,way/198547890,Q7807758,"religion,other_temples,interesting_places",114.17069244384766,22.30990982055664
N5507224221,Tin Hau Temple,7,node/5507224221,Q7807758,"religion,other_temples,interesting_places",114.17069244384766,22.309913635253906
W688176795,Maryknoll Convent School,7,way/688176795,Q6781214,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",114.1795654296875,22.327877044677734
N3267131083,Rock Carving at Lung Ha Wan,7,node/3267131083,Q11180658,"historic,archaeology,interesting_places,other_archaeological_sites",114.2990951538086,22.31019401550293
N703572419,佛图寺,7,node/703572419,Q1704801,"religion,buddhist_temples,interesting_places",100.203125,25.616479873657227
W176772035,Potala Palace,7,way/176772035,Q71229,"palaces,architecture,historic_architecture,fortifications,historic,interesting_places,castles",91.11703491210938,29.65756607055664
N3192262047,Hkakabo Razi,7,node/3192262047,Q870063,"mountain_peaks,geological_formations,natural,interesting_places",97.53497314453125,28.327957153320312
W740591162,Shilongba Hydropower Station,7,way/740591162,Q1302478,"factories,industrial_facilities,power_stations,interesting_places",102.52332305908203,24.85796546936035
N3076198816,Shilongba Hydropower Station,7,node/3076198816,Q1302478,"factories,industrial_facilities,dams,power_stations,interesting_places",102.52332305908203,24.857797622680664
W458773994,Reclined Buddah Temple,7,way/458773994,Q1563554,"religion,buddhist_temples,interesting_places",100.45470428466797,38.93037796020508
W836526409,Rongwo Temple,7,way/836526409,Q196175,"religion,buddhist_temples,interesting_places",102.00759887695312,35.508445739746094
W423097097,Chengtian Monastery,7,way/423097097,Q2046238,"religion,buddhist_temples,interesting_places",106.26531982421875,38.46312713623047
W891146832,Yongle Palace,7,way/891146832,Q2600698,"religion,other_temples,interesting_places",110.6876220703125,34.72232437133789
W520809995,Guandi Temple,7,way/520809995,Q1552731,"religion,other_temples,interesting_places",110.84296417236328,34.911495208740234
W711977279,Confucian Temple,7,way/711977279,Q11061321,"religion,other_temples,interesting_places",112.18367767333984,37.20058822631836
N2440326759,Da Zhao Temple,7,node/2440326759,Q1179294,"religion,buddhist_temples,monasteries,interesting_places",111.64729309082031,40.79791259765625
N5053409115,Ancestral Temple,7,node/5053409115,Q3081382,"religion,other_temples,interesting_places",113.1078872680664,23.031400680541992
W894308143,Guifeng Pagoda,7,way/894308143,Q11182019,"towers,architecture,interesting_places,other_towers",114.69682312011719,23.729217529296875
W300638029,Nanhua Temple,7,way/300638029,Q1847550,"religion,buddhist_temples,interesting_places",113.63104248046875,24.647953033447266
N8397126265,Ancient Rongwu Temple,7,node/8397126265,Q16078435,"religion,other_temples,interesting_places",116.35518646240234,23.543542861938477
N3126479317,Hulishan Cannon Fort,7,node/3126479317,Q15903382,"fortifications,historic,interesting_places,other_fortifications",118.1015853881836,24.431541442871094
N4578762530,Gold Mine Relics in Baojia,7,node/4578762530,Q10901574,"architecture,historic_architecture,interesting_places,destroyed_objects",117.8873062133789,26.25761604309082
W111343188,Tainan Park,7,way/111343188,Q7252724,"urban_environment,gardens_and_parks,cultural,interesting_places",120.21142578125,23.00257110595703
N257398161,Tainan,7,node/257398161,Q699212,"railway_stations,industrial_facilities,interesting_places",120.21304321289062,22.997215270996094
W328499894,Fengyi Academy,7,way/328499894,Q11173708,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",120.35954284667969,22.627683639526367
W866496524,Hsiao family temple,7,way/866496524,Q18111602,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",120.48190307617188,22.68614387512207
W405953516,Taichung city sugar factory,7,way/405953516,Q10914066,"factories,industrial_facilities,interesting_places",120.69221496582031,24.137767791748047
N4515929892,Longtan Word-worshipping Paper Incinerator,7,node/4515929892,Q11180583,"other,unclassified_objects,interesting_places,historic_object",121.20791625976562,24.86648941040039
R12038586,Lin Family Mansion & Garden,7,relation/12038586,Q6550027,"urban_environment,gardens_and_parks,cultural,interesting_places",121.45501708984375,25.010581970214844
N737742579,Taipei Water Park,7,node/737742579,Q13499289,"cultural,museums,interesting_places,other_museums",121.5322494506836,25.012348175048828
R7833119,Taipei Guest House,7,relation/7833119,Q3699230,"architecture,historic_architecture,interesting_places,manor_houses",121.51708221435547,25.040241241455078
N5618463785,Jiangxin Temple,7,node/5618463785,Q11134444,"religion,buddhist_temples,interesting_places",120.64273834228516,28.03011703491211
N4810794224,Tomb of Huang Xing,7,node/4810794224,Q11177083,"historic,monuments_and_memorials,burial_places,interesting_places,mausoleums,monuments",112.9266128540039,28.18398666381836
W119507645,番国故城遗址,7,way/119507645,Q11578745,"architecture,historic_architecture,interesting_places,destroyed_objects",115.66114807128906,32.18875503540039
W126968574,番国故城遗址,7,way/126968574,Q11578745,"architecture,historic_architecture,interesting_places,destroyed_objects",115.66182708740234,32.19394302368164
R2308774,West Lake,7,relation/2308774,Q502371,"water,natural,interesting_places,other_lakes",120.14313507080078,30.245983123779297
N5070646321,Baoguo Temple,7,node/5070646321,Q252819,"religion,buddhist_temples,interesting_places",121.51606750488281,29.98257827758789
W380923041,Ming Xiaoling,7,way/380923041,Q28769,"tumuluses,historic,monuments_and_memorials,burial_places,interesting_places,mausoleums,monuments",118.83470153808594,32.062313079833984
W685088107,Pan Gate,7,way/685088107,Q855173,"fortifications,defensive_walls,historic,interesting_places",120.61199951171875,31.289552688598633
W442381758,"St. John's Church, Suzhou",7,way/442381758,Q6723874,"religion,other_temples,interesting_places",120.63465881347656,31.305273056030273
W815631996,Waibaidu Bridge,7,way/815631996,Q2121198,"bridges,interesting_places,architecture,footbridges",121.4857406616211,31.24530792236328
W404694432,Longhua Temple,7,way/404694432,Q41912,"religion,buddhist_temples,interesting_places",121.44725036621094,31.17679214477539
N4881009183,Xuguangqi Memorial Hall,7,node/4881009183,Q19825547,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",121.43016815185547,31.191499710083008
N656537494,Sonohyan-utaki,7,node/656537494,Q1053962,"religion,other_temples,interesting_places",127.7174072265625,26.218082427978516
N892951053,Samseonghyeol Shrine,7,node/892951053,Q7410332,"religion,other_temples,interesting_places",126.52849578857422,33.50482940673828
W566572143,Ōzuka Kofun,7,way/566572143,Q11572952,"tumuluses,historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,monuments",130.6636962890625,33.58859634399414
N5804166970,Usuki Stone Buddhas,7,node/5804166970,Q2921458,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",131.7626953125,33.089874267578125
